"ID","IV"
271,5.31155211774867
48,0.843461171359183
471,5.1169402940511
208,6.61003808194479
465,6.38002488472843
371,1.4594924595413
447,2.99297726918272
659,1.59420077942679
389,NA
502,4.17606611416032
263,4.26675353767328
212,6.5327899109832
167,4.78658082300739
138,5.38536079879772
203,5.9609119699138
641,3.26585600411716
24,6.01514834901161
198,4.91891590340495
461,5.61715192494417
106,4.96805884161364
289,3.88663932496767
380,5.59575981160049
124,6.26718827962045
177,4.82925681744893
395,1.41178529381883
170,7.21571308100132
539,4.03272749327998
219,4.35443629073729
534,5.24829168780136
120,4.40089652184716
537,6.2736203454082
590,4.39778662934767
172,2.62534104373385
162,2.81416328332456
293,5.30271679839557
221,6.16873884825718
111,4.29499962504893
614,6.60561757168652
101,NA
558,8.3259484101636
204,NA
231,6.16002089044185
253,1.91349688081708
241,6.51127432311853
358,NA
156,3.82354002285703
544,7.22323195624012
419,NA
379,5.66250991227614
192,6.17572586976663
406,3.71040537255682
324,1.39104650577659
251,7.28257613214235
127,5.5130390649803
300,7.35960140487612
329,6.42008663157891
398,5.11147776366925
653,5.27524801655901
376,6.76319002481312
321,4.23155687887834
66,5.1303640719491
165,5.67052498396142
597,3.63181577294975
342,6.00195315332273
652,4.41495511480053
288,4.61380028161363
578,5.20238447141385
45,8.70724682827229
86,3.66855236860963
454,7.88665128579415
478,3.73435426073607
370,NA
387,3.21710994858988
460,NA
255,6.78193198424799
519,3.15915972018722
151,4.74839181250814
623,4.29044205481826
179,2.79974498720633
482,4.32682967708461
536,2.83201306092448
107,7.08953716561475
644,5.14861818335006
13,8.03340685428804
599,7.66724981552452
548,4.78726845687597
34,6.24629237172607
527,4.51341008522557
315,0.504458308669095
634,2.45422328554207
557,5.36954564054794
656,3.95239210996134
564,NA
404,NA
346,5.35704886479547
108,NA
476,4.255553001295
334,4.70238544711086
639,4.69246595833733
607,7.01383693238456
360,NA
270,2.08190963644537
388,4.94192429760396
152,1.191932265777
223,0.683309990817297
374,4.86401479264431
486,7.67901057546284
637,3.21504173145636
407,3.92607993001917
173,4.99076941118457
164,3.47498175094404
298,4.56670817397706
646,7.49457173600077
137,5.24056784558586
385,6.75531509228847
89,7.87503888520048
338,NA
87,8.04269830160641
551,6.77797618568395
41,5.87402704875085
509,2.77280192670421
43,NA
413,6.46831643265158
95,3.92963229670989
185,4.81469393986631
516,NA
9,5.12470273723695
337,6.4485183273384
317,4.87460381664944
168,1.25560272331754
467,3.80085875566138
327,NA
515,3.55642629874041
619,NA
369,4.0888667584752
583,8.16531225578708
593,4.15057323477294
654,2.50062608927046
35,7.2999911111595
266,2.3820003939753
575,6.81463488264994
561,1.48466488655959
375,4.42780825184785
438,4.45890032279639
497,8.45031194888692
169,4.84272643939284
547,4.32078032966849
405,NA
150,2.03515495693657
218,5.82066236373428
605,5.74667820894264
335,5.04581180336835
128,4.98952496590342
581,3.77376888778906
355,4.07279001335395
609,6.05952209664741
621,10.2878356095249
491,4.67526881542687
308,3.80516244710472
58,4.63531448345979
333,6.88433587504249
225,NA
530,3.10292703037045
500,3.99359726927734
650,4.73275338101877
464,3.35487844888325
254,0.293927624289728
409,NA
63,5.73617643703177
643,1.99640026692706
244,2.51515297990013
552,4.03524490966295
104,1.93291242746118
248,3.02301900978804
5,3.05968264827211
353,6.79732028149219
429,6.98597865606411
159,2.73566072234285
445,3.13014937841135
200,6.76231535788593
109,7.61214034963969
121,2.17251725338755
78,7.28123732439749
100,4.53496204957415
220,6.20868498928906
284,7.46298886814841
184,6.71375298872838
455,4.35735004369974
629,5.52649159816633
313,NA
310,2.14362940899082
618,7.86910616577992
507,3.0174844002515
635,4.24216897938977
283,4.78877509512016
523,11.6531599251594
415,4.10329284197007
55,0.408839008338729
408,2.4813708752011
556,3.44081022224282
99,4.93470907674032
414,1.51424924030749
210,4.12068412783342
193,3.71790513928314
498,4.37201066494387
359,1.75723370476438
190,6.80833000278564
480,NA
123,5.73669379719518
470,7.74414417967751
511,2.20974477820794
279,3.71882825726119
17,6.57063791289744
431,5.06308092734503
576,NA
372,3.13227957618591
326,6.95671440498971
217,3.80177179738534
538,5.18894981006231
565,5.20992870897971
145,3.7675012175219
269,3.67141855334175
70,NA
31,6.91090129933937
130,5.0908968767845
349,5.4964842349549
596,3.7605823384916
142,5.78953838706193
262,7.44063538586282
591,7.42935801193723
603,2.25486778713215
658,2.02868552410459
273,2.68279854954156
442,3.29192724057475
286,4.41059874655917
194,2.50813408211631
213,5.61967147149679
73,4.63904265661981
261,3.88156189668211
85,5.14521738963464
587,3.78760954006744
205,4.9955430397916
602,4.21479562118126
126,4.8372212299068
197,2.81544500787542
228,4.14253950431651
529,5.93431943765461
249,6.64005699599848
473,5.48078462140077
258,6.34434222174606
475,1.99625597642688
493,5.3735280292933
290,NA
569,2.52305890649546
77,4.66646663005507
214,4.81596850989396
378,4.54498808998517
233,3.82586323770791
434,NA
207,7.22535660131484
22,6.68514802082666
294,1.03613780018277
322,4.28638992719608
229,NA
594,4.25260273732916
604,4.22192205138293
287,NA
432,6.86157534432288
545,4.91092882713585
582,6.35243433175886
505,6.81150646051798
457,4.14659548448141
526,3.36858557313127
481,4.85536102181418
153,1.71868854474744
242,7.10292599689322
437,4.88125084858435
430,NA
118,NA
332,8.46767241316427
64,5.45937929013387
433,7.13310600165768
328,5.73953688293621
299,5.37626106233052
311,6.31760281097163
222,5.23443292532841
305,5.1504766986718
81,3.00958120834032
586,6.92781777147917
146,6.02394651864939
610,5.21656341599192
572,5.41301745311811
400,4.71852406434293
292,3.39196813294009
163,6.92095274830805
443,2.1532091624777
320,2.3426875280596
512,1.89274466129753
62,8.81225794043959
401,NA
598,NA
399,3.36282884024422
280,NA
508,5.16254750634025
71,4.46869209329055
318,1.25092523018462
141,4.44631739894751
393,5.98433679653905
533,5.1470319739843
122,7.18355851306434
27,7.78837747261295
199,6.30322853143703
316,2.70878437739133
38,6.82191687747121
119,3.84059014013034
612,4.65933109056662
364,NA
517,7.63517120227125
206,5.19665582964297
157,4.31224465790876
647,4.33464704675314
336,NA
588,1.86131788132893
468,3.91448161175024
209,3.89054195549558
176,5.78387954347851
61,7.5969072761788
256,6.42640330420142
550,2.98809964312986
479,6.55699115998401
161,9.35841530610698
319,6.24670563332719
267,4.89618960098421
112,2.3626163076707
488,3.45291140810687
436,6.27854840586441
469,5.14519193899058
226,5.53453848064501
463,6.89470100544978
135,6.23320539100151
129,10.3000748856836
235,3.24083136775527
238,6.43705639906642
7,8.20444788167655
343,NA
383,4.40597562514015
513,2.02024739171442
40,7.50698695017438
143,NA
79,7.48271670848427
510,3.64798706537842
628,3.6180383113763
504,5.06754783865016
347,2.5693948297453
29,5.29372444628996
458,3.19224984972287
3,5.47240126725156
642,6.29595929010849
521,2.67189597756
264,3.99495841784677
16,1.10069010905388
182,2.34894706441936
125,3.48862546999195
275,5.95711920932144
97,7.62149793713783
386,6.46457365839752
28,5.23311241755785
568,3.70251419681674
392,5.05057372381345
484,4.62240331081222
243,3.12511790755608
421,0.0417484891076469
571,NA
65,6.15651455780767
451,6.18027629194398
240,5.38037918237494
252,4.8936407049124
160,4.93913071352215
477,5.91359163889935
174,8.61508763693329
377,3.58180191741376
585,7.12554466337251
541,0.937415437463547
499,5.98199863409055
384,3.76334983049281
20,4.33911676211523
139,5.11587621975978
175,NA
440,NA
630,5.21309660905951
492,6.07104957546859
80,1.99351879609645
344,3.54577486746039
82,3.28052327740322
110,8.32730798889152
303,3.77518346250942
105,5.0431088275396
448,6.55611528105401
357,1.54194435293405
645,4.57388794413743
94,5.21656247543963
553,7.26076976121283
412,5.10706199299167
566,5.68947749985844
449,6.14020811251537
540,3.32648754774661
149,0.484599527015136
215,NA
567,8.48386794557821
166,NA
33,2.9749427895451
549,5.45998668073414
600,4.75301648166844
617,2.17027564946399
132,6.35800854538281
304,4.77347219093955
191,5.49670667686561
323,7.96083090997574
410,5.09582719116244
90,7.73437406134334
554,NA
23,5.36788236420541
397,4.17627431967833
113,4.13829059234507
196,7.79686544057161
272,5.24440048063541
601,6.83282933368619
427,4.49428656563806
232,6.3580450651632
154,7.40967751662018
580,4.89000755274789
363,3.58854561620927
615,6.53426445836331
616,NA
339,2.83043064627305
239,NA
224,6.13836832460624
459,NA
236,8.23242656053077
489,4.23794864597165
640,3.29025929463421
651,NA
446,5.16875965621252
136,2.55220513543085
11,3.30126069393729
354,4.12439279863072
531,4.92546050131733
373,5.73589727366452
382,5.47184416089379
195,3.99439412481543
46,6.29240201211258
450,2.19880637079009
307,2.63256070336333
103,5.16711924885125
474,NA
117,7.20074576915915
8,7.84291098904413
638,8.81834033780568
352,5.98580823445312
312,NA
595,4.10966747172622
276,4.23683816839268
367,2.6308076741293
402,5.35683770064908
259,6.35363570574455
133,6.85572642229038
361,2.04442582561165
330,4.50130102342821
260,1.37500050185149
47,4.05893588041932
52,0.670638108626344
44,3.4177047521863
589,NA
183,3.49584169507741
563,5.48402144900998
60,6.83079010581791
501,7.62032708520661
362,5.47651754025037
368,7.93077736236029
98,5.03113909391947
278,6.5235395886722
631,3.37103138194138
562,1.64346467305244
10,4.29094392734061
426,4.76877027293936
592,NA
403,4.07137737527608
15,5.64383618848579
83,3.9877225572814
131,6.10565914997957
301,6.49080170560807
84,2.99174844481003
96,8.6851712308971
180,6.16729341979131
32,NA
535,3.95379901878019
92,7.37361824568646
657,3.35611550483517
494,5.06843923644109
348,3.64213849783345
490,11.3468292474357
345,2.73996847898811
115,6.84114626379304
366,1.09915903960505
295,8.27780549257485
148,5.12569303621308
422,6.40646638893535
417,8.25396812926922
237,8.05167789881681
72,3.03049223084128
325,5.56082555137796
187,2.7310698201204
1,5.62420917337596
227,4.89841447633969
428,4.26779503878793
216,5.25716279069863
302,5.32665941967821
250,4.24643617591416
506,6.36755590693534
144,2.70771967825397
54,3.83664714058941
444,4.50552230295636
291,NA
485,5.81893465314565
655,3.87259037994547
483,7.37378958806665
246,5.28265265129172
522,NA
472,3.7374134759008
424,NA
441,7.58758196743032
53,NA
247,4.20886799953402
30,4.1023254601253
418,5.92388269492292
268,3.52077879743436
314,4.7145290385324
584,4.39107866923542
570,4.16705677001262
234,2.96267599433471
626,5.60710774419459
188,7.67983751416447
134,5.74857031784595
37,4.77863649244829
622,4.2244245971541
6,NA
466,NA
18,3.25805239168562
57,3.66529283582502
331,NA
559,4.65859588985874
425,6.1779500417344
281,0.635129427429509
396,7.17585835854768
2,3.95289127729702
68,2.4932481212248
613,5.15503621635056
67,1.3572767024492
4,3.69244650477294
91,NA
155,4.39802176901516
186,3.49517485655324
202,6.48832680322536
42,3.98753508777556
158,5.84219316839126
49,1.47856930193561
453,8.19335119876014
356,6.23222296315337
390,5.08936453207726
282,5.98549933301224
391,3.73138710866543
19,4.47516996790798
189,6.80104671107577
577,NA
21,5.28352282934334
394,5.06975058478167
633,5.52839951366001
201,1.80087014012296
649,3.69216010359332
560,5.74530804832442
648,2.6065098315874
452,3.51128657267918
102,0.00696994760906477
306,2.65633205581851
59,3.28494918859399
411,5.50601508814843
503,10.3993800181606
381,6.09713315000974
265,4.44857859575685
245,3.41682087710965
74,0.198577462635824
116,6.63079036928823
423,4.71190440284953
528,2.32237469890669
178,4.05392825191993
416,1.42375082096915
26,6.06195044807219
636,2.94358835744215
606,3.92095768843926
579,7.1459730840406
520,4.7437185144711
365,4.81795000313475
230,6.25438050106316
171,4.57270827027092
462,6.10447364709375
573,4.22561203869802
147,4.62370897236458
56,6.709237855368
514,6.54627703366609
50,2.00599099214456
620,5.82504071188364
25,6.11500845639423
439,4.73500034879998
608,8.47810694482606
277,4.88486432399746
257,NA
350,5.02359122577666
12,7.07925807454843
69,2.34989029942999
496,3.19416312941374
211,4.01620554560077
456,11.8338605851004
611,6.22352196745229
114,7.36374647449382
555,2.9848936638937
36,8.83774498340631
542,3.25689174661134
420,6.36487019664505
487,NA
546,7.89365072487394
525,4.45083282154275
627,6.56574446663652
140,2.24419174156067
181,2.99702722868475
340,4.7894794887882
524,4.6281897893074
518,7.21366543257837
341,7.13715386364159
76,6.53768280339319
285,2.52753270118073
296,1.25260799781969
274,9.63949845040875
543,2.85783842373298
93,3.13758805957505
435,3.62249446988515
532,5.18778807533022
75,6.74653118429418
88,5.363207029293
495,4.78682910709763
625,6.20293119640852
51,8.14029427978914
297,2.02925914461137
14,8.76114158783115
632,2.56557690736835
39,2.0597001124041
574,1.90733243703593
351,3.88773728763562
624,7.25015510810045
309,4.15640940949081
